metric,metricType,metricDisplayName,metricExplanatory,parentKPI,Category,SunburstCode,SunburstWeight,normalBottom,normalTop,lowBottom,lowTop,midBottom,midTop,highBottom,highTop
psS1mmeDefaultEpsBearerContextActivationResponsesWithEmmEstablishmentCause,counter,Ps S1Mme Default Eps Bearer Context Activation Responses With Emm Establishment Cause,Number of ps S1mme Default Eps Bearer Context Activation Responses With Emm Establishment Cause,psS1mmeDefaultEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Default Bearer Context Activation Success Rate (%)-Ps S1Mme Default Eps Bearer Context Activation Responses With Emm Establishment Cause,1440.387097,,,,,,,,
usersPsS1mmeDefaultEpsBearerContextActivationResponsesWithEsmCause,counter,Users Ps S1Mme Default Eps Bearer Context Activation Responses With Esm Cause,Number of users Ps S1mme Default Eps Bearer Context Activation Responses With Esm Cause,psS1mmeDefaultEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Default Bearer Context Activation Success Rate (%)-Users Ps S1Mme Default Eps Bearer Context Activation Responses With Esm Cause,1440.387097,,,,,,,,
usersPsS1mmeDefaultEpsBearerContextActivationResponses,counter,Users Ps S1Mme Default Eps Bearer Context Activation Responses,Number of users Ps S1mme Default Eps Bearer Context Activation Responses,psS1mmeDefaultEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Default Bearer Context Activation Success Rate (%)-Users Ps S1Mme Default Eps Bearer Context Activation Responses,1440.387097,,,,,,,,
psS1mmeDefaultEpsBearerContextActivationResponsesWithHoCause,counter,Ps S1Mme Default Eps Bearer Context Activation Responses With Ho Cause,Number of ps S1mme Default Eps Bearer Context Activation Responses With Ho Cause,psS1mmeDefaultEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Default Bearer Context Activation Success Rate (%)-Ps S1Mme Default Eps Bearer Context Activation Responses With Ho Cause,1440.387097,,,,,,,,
psS1mmeDefaultEpsBearerContextActivationResponses,counter,Ps S1Mme Default Eps Bearer Context Activation Responses,Number of ps S1mme Default Eps Bearer Context Activation Responses,psS1mmeDefaultEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Default Bearer Context Activation Success Rate (%)-Ps S1Mme Default Eps Bearer Context Activation Responses,1440.387097,,,,,,,,
usersPsS1mmeDefaultEpsBearerContextActivationResponsesWithRrcEstablishmentCause,counter,Users Ps S1Mme Default Eps Bearer Context Activation Responses With Rrc Establishment Cause,Number of users Ps S1mme Default Eps Bearer Context Activation Responses With Rrc Establishment Cause,psS1mmeDefaultEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Default Bearer Context Activation Success Rate (%)-Users Ps S1Mme Default Eps Bearer Context Activation Responses With Rrc Establishment Cause,1440.387097,,,,,,,,
usersPsS1mmeDefaultEpsBearerContextActivationResponsesWithHoCause,counter,Users Ps S1Mme Default Eps Bearer Context Activation Responses With Ho Cause,Number of users Ps S1mme Default Eps Bearer Context Activation Responses With Ho Cause,psS1mmeDefaultEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Default Bearer Context Activation Success Rate (%)-Users Ps S1Mme Default Eps Bearer Context Activation Responses With Ho Cause,1440.387097,,,,,,,,
usersFailedPsS1mmeDefaultEpsBearerContextActivationResponsesWithEsmCause,counter,Users Failed Ps S1Mme Default Eps Bearer Context Activation Responses With Esm Cause,Number of users Failed Ps S1mme Default Eps Bearer Context Activation Responses With Esm Cause,psS1mmeDefaultEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Default Bearer Context Activation Success Rate (%)-Users Failed Ps S1Mme Default Eps Bearer Context Activation Responses With Esm Cause,1440.387097,,,,,,,,
failedPsS1mmeDefaultEpsBearerContextActivationResponsesWithHoCause,counter,Failed Ps S1Mme Default Eps Bearer Context Activation Responses With Ho Cause,Number of failed Ps S1mme Default Eps Bearer Context Activation Responses With Ho Cause,psS1mmeDefaultEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Default Bearer Context Activation Success Rate (%)-Failed Ps S1Mme Default Eps Bearer Context Activation Responses With Ho Cause,1440.387097,,,,,,,,
failedPsS1mmeDefaultEpsBearerContextActivationResponsesWithEsmCause,counter,Failed Ps S1Mme Default Eps Bearer Context Activation Responses With Esm Cause,Number of failed Ps S1mme Default Eps Bearer Context Activation Responses With Esm Cause,psS1mmeDefaultEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Default Bearer Context Activation Success Rate (%)-Failed Ps S1Mme Default Eps Bearer Context Activation Responses With Esm Cause,1440.387097,,,,,,,,
psS1mmeDefaultEpsBearerContextActivationFailedResponses,counter,Ps S1Mme Default Eps Bearer Context Activation Failed Responses,Number of ps S1mme Default Eps Bearer Context Activation Failed Responses,psS1mmeDefaultEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Default Bearer Context Activation Success Rate (%)-Ps S1Mme Default Eps Bearer Context Activation Failed Responses,1440.387097,,,,,,,,
usersPsS1mmeDefaultEpsBearerContextActivationAttemptsWithTimeout,counter,Users Ps S1Mme Default Eps Bearer Context Activation Attempts With Timeout,Number of users Ps S1mme Default Eps Bearer Context Activation Attempts With Timeout,psS1mmeDefaultEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Default Bearer Context Activation Success Rate (%)-Users Ps S1Mme Default Eps Bearer Context Activation Attempts With Timeout,1440.387097,,,,,,,,
usersFailedPsS1mmeDefaultEpsBearerContextActivationResponsesWithRrcEstablishmentCause,counter,Users Failed Ps S1Mme Default Eps Bearer Context Activation Responses With Rrc Establishment Cause,Number of users Failed Ps S1mme Default Eps Bearer Context Activation Responses With Rrc Establishment Cause,psS1mmeDefaultEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Default Bearer Context Activation Success Rate (%)-Users Failed Ps S1Mme Default Eps Bearer Context Activation Responses With Rrc Establishment Cause,1440.387097,,,,,,,,
failedPsS1mmeDefaultEpsBearerContextActivationResponsesWithRrcEstablishmentCause,counter,Failed Ps S1Mme Default Eps Bearer Context Activation Responses With Rrc Establishment Cause,Number of failed Ps S1mme Default Eps Bearer Context Activation Responses With Rrc Establishment Cause,psS1mmeDefaultEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Default Bearer Context Activation Success Rate (%)-Failed Ps S1Mme Default Eps Bearer Context Activation Responses With Rrc Establishment Cause,1440.387097,,,,,,,,
psS1mmeServiceRequestResponsePerDelay,counter,Ps S1Mme Service Request Response Per Delay,Number of ps S1mme Service Request Response Per Delay,psS1mmeServiceRequestDelay,Network Accessibility,Network Accessibility-VOLTE Service Reqeust Delay (ms)-Ps S1Mme Service Request Response Per Delay,1440.387097,,,,,,,,
psS1mmeServiceRequestWithResponseTimeThresholdViolation,counter,Ps S1Mme Service Request With Response Time Threshold Violation,Number of ps S1mme Service Request With Response Time Threshold Violation,psS1mmeServiceRequestDelay,Network Accessibility,Network Accessibility-VOLTE Service Reqeust Delay (ms)-Ps S1Mme Service Request With Response Time Threshold Violation,1440.387097,,,,,,,,
usersPsS1mmeServiceRequestResponses,counter,Users Ps S1Mme Service Request Responses,Number of users Ps S1mme Service Request Responses,psS1mmeServiceRequestDelay,Network Accessibility,Network Accessibility-VOLTE Service Reqeust Delay (ms)-Users Ps S1Mme Service Request Responses,1440.387097,,,,,,,,
usersPsS1mmeServiceRequestResponsePerDelay,counter,Users Ps S1Mme Service Request Response Per Delay,Number of users Ps S1mme Service Request Response Per Delay,psS1mmeServiceRequestDelay,Network Accessibility,Network Accessibility-VOLTE Service Reqeust Delay (ms)-Users Ps S1Mme Service Request Response Per Delay,1440.387097,,,,,,,,
usersPsS1mmeServiceRequestWithResponseTimeThresholdViolation,counter,Users Ps S1Mme Service Request With Response Time Threshold Violation,Number of users Ps S1mme Service Request With Response Time Threshold Violation,psS1mmeServiceRequestDelay,Network Accessibility,Network Accessibility-VOLTE Service Reqeust Delay (ms)-Users Ps S1Mme Service Request With Response Time Threshold Violation,1440.387097,,,,,,,,
psS1mmeServiceRequestResponses,counter,Ps S1Mme Service Request Responses,Number of ps S1mme Service Request Responses,psS1mmeServiceRequestDelay,Network Accessibility,Network Accessibility-VOLTE Service Reqeust Delay (ms)-Ps S1Mme Service Request Responses,1440.387097,,,,,,,,
usersPsS1mmeServiceRequestResponsesPerEsmCauseCode,counter,Users Ps S1Mme Service Request Responses Per Esm Cause Code,Number of users Ps S1mme Service Request Responses Per Esm Cause Code,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Users Ps S1Mme Service Request Responses Per Esm Cause Code,1440.387097,,,,,,,,
usersPsS1mmeServiceRequestAttempts,counter,Users Ps S1Mme Service Request Attempts,Number of users Ps S1mme Service Request Attempts,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Users Ps S1Mme Service Request Attempts,1440.387097,,,,,,,,
psS1mmeServiceRequestFailedResponses,counter,Ps S1Mme Service Request Failed Responses,Number of ps S1mme Service Request Failed Responses,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Ps S1Mme Service Request Failed Responses,1440.387097,,,,,,,,
psS1mmeServiceRequestResponsesPerEsmCauseCode,counter,Ps S1Mme Service Request Responses Per Esm Cause Code,Number of ps S1mme Service Request Responses Per Esm Cause Code,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Ps S1Mme Service Request Responses Per Esm Cause Code,1440.387097,,,,,,,,
usersPsS1mmeServiceRequestResponsesPerS1APCauseCode,counter,Users Ps S1Mme Service Request Responses Per S1 Ap Cause Code,Number of users Ps S1mme Service Request Responses Per S1 AP Cause Code,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Users Ps S1Mme Service Request Responses Per S1 Ap Cause Code,1440.387097,,,,,,,,
usersPsS1mmeServiceRequestResponsesPerS1mmeServiceRequestCauseCode,counter,Users Ps S1Mme Service Request Responses Per S1Mme Service Request Cause Code,Number of users Ps S1mme Service Request Responses Per S1mme Service Request Cause Code,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Users Ps S1Mme Service Request Responses Per S1Mme Service Request Cause Code,1440.387097,,,,,,,,
psS1mmeServiceRequestAttempts,counter,Ps S1Mme Service Request Attempts,Number of ps S1mme Service Request Attempts,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Ps S1Mme Service Request Attempts,1440.387097,,,,,,,,
psS1mmeServiceRequestResponsesPerS1mmeServiceRequestCauseCode,counter,Ps S1Mme Service Request Responses Per S1Mme Service Request Cause Code,Number of ps S1mme Service Request Responses Per S1mme Service Request Cause Code,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Ps S1Mme Service Request Responses Per S1Mme Service Request Cause Code,1440.387097,,,,,,,,
usersPsS1mmeServiceRequestResponsesPerEmmEstablishmentCauseCode,counter,Users Ps S1Mme Service Request Responses Per Emm Establishment Cause Code,Number of users Ps S1mme Service Request Responses Per Emm Establishment Cause Code,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Users Ps S1Mme Service Request Responses Per Emm Establishment Cause Code,1440.387097,,,,,,,,
psS1mmeServiceRequestAttemptsWithTimeout,counter,Ps S1Mme Service Request Attempts With Timeout,Number of ps S1mme Service Request Attempts With Timeout,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Ps S1Mme Service Request Attempts With Timeout,1440.387097,,,,,,,,
usersPsS1mmeServiceRequestResponses,counter,Users Ps S1Mme Service Request Responses,Number of users Ps S1mme Service Request Responses,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Users Ps S1Mme Service Request Responses,1440.387097,,,,,,,,
psS1mmeServiceRequestResponsesPerEmmEstablishmentCauseCode,counter,Ps S1Mme Service Request Responses Per Emm Establishment Cause Code,Number of ps S1mme Service Request Responses Per Emm Establishment Cause Code,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Ps S1Mme Service Request Responses Per Emm Establishment Cause Code,1440.387097,,,,,,,,
usersPsS1mmeServiceRequestResponsesPerRrcEstablishmentCauseCode,counter,Users Ps S1Mme Service Request Responses Per Rrc Establishment Cause Code,Number of users Ps S1mme Service Request Responses Per Rrc Establishment Cause Code,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Users Ps S1Mme Service Request Responses Per Rrc Establishment Cause Code,1440.387097,,,,,,,,
usersPsS1mmeServiceRequestAttemptsWithTimeout,counter,Users Ps S1Mme Service Request Attempts With Timeout,Number of users Ps S1mme Service Request Attempts With Timeout,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Users Ps S1Mme Service Request Attempts With Timeout,1440.387097,,,,,,,,
psS1mmeServiceRequestResponsesPerRrcEstablishmentCauseCode,counter,Ps S1Mme Service Request Responses Per Rrc Establishment Cause Code,Number of ps S1mme Service Request Responses Per Rrc Establishment Cause Code,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Ps S1Mme Service Request Responses Per Rrc Establishment Cause Code,1440.387097,,,,,,,,
psS1mmeServiceRequestResponsesPerS1APCauseCode,counter,Ps S1Mme Service Request Responses Per S1 Ap Cause Code,Number of ps S1mme Service Request Responses Per S1 AP Cause Code,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Ps S1Mme Service Request Responses Per S1 Ap Cause Code,1440.387097,,,,,,,,
usersPsS1mmeServiceRequestFailedResponses,counter,Users Ps S1Mme Service Request Failed Responses,Number of users Ps S1mme Service Request Failed Responses,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Users Ps S1Mme Service Request Failed Responses,1440.387097,,,,,,,,
usersPsS1mmeServiceRequestResponsesS1mmeServiceRequestCause,counter,Users Ps S1Mme Service Request Responses S1Mme Service Request Cause,Number of users Ps S1mme Service Request Responses S1mme Service Request Cause,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Users Ps S1Mme Service Request Responses S1Mme Service Request Cause,1440.387097,,,,,,,,
psS1mmeServiceRequestResponsesPerErabCauseCode,counter,Ps S1Mme Service Request Responses Per Erab Cause Code,Number of ps S1mme Service Request Responses Per Erab Cause Code,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Ps S1Mme Service Request Responses Per Erab Cause Code,1440.387097,,,,,,,,
usersPsS1mmeServiceRequestResponsesPerErabCauseCode,counter,Users Ps S1Mme Service Request Responses Per Erab Cause Code,Number of users Ps S1mme Service Request Responses Per Erab Cause Code,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Users Ps S1Mme Service Request Responses Per Erab Cause Code,1440.387097,,,,,,,,
usersFailedPsS1mmeServiceRequestResponsesWithErabCause,counter,Users Failed Ps S1Mme Service Request Responses With Erab Cause,Number of users Failed Ps S1mme Service Request Responses With Erab Cause,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Users Failed Ps S1Mme Service Request Responses With Erab Cause,1440.387097,,,,,,,,
psS1mmeServiceRequestResponsesWithErabCause,counter,Ps S1Mme Service Request Responses With Erab Cause,Number of ps S1mme Service Request Responses With Erab Cause,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Ps S1Mme Service Request Responses With Erab Cause,1440.387097,,,,,,,,
psS1mmeServiceRequestResponsesWithEmmEstablishmentCause,counter,Ps S1Mme Service Request Responses With Emm Establishment Cause,Number of ps S1mme Service Request Responses With Emm Establishment Cause,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Ps S1Mme Service Request Responses With Emm Establishment Cause,1440.387097,,,,,,,,
failedPsS1mmeServiceRequestResponsesWithS1APCause,counter,Failed Ps S1Mme Service Request Responses With S1 Ap Cause,Number of failed Ps S1mme Service Request Responses With S1 AP Cause,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Failed Ps S1Mme Service Request Responses With S1 Ap Cause,1440.387097,,,,,,,,
usersPsS1mmeServiceRequestResponsesWithEsmCause,counter,Users Ps S1Mme Service Request Responses With Esm Cause,Number of users Ps S1mme Service Request Responses With Esm Cause,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Users Ps S1Mme Service Request Responses With Esm Cause,1440.387097,,,,,,,,
failedPsS1mmeServiceRequestResponsesWithErabCause,counter,Failed Ps S1Mme Service Request Responses With Erab Cause,Number of failed Ps S1mme Service Request Responses With Erab Cause,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Failed Ps S1Mme Service Request Responses With Erab Cause,1440.387097,,,,,,,,
psS1mmeServiceRequestResponsesWithEsmCause,counter,Ps S1Mme Service Request Responses With Esm Cause,Number of ps S1mme Service Request Responses With Esm Cause,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Ps S1Mme Service Request Responses With Esm Cause,1440.387097,,,,,,,,
usersFailedPsS1mmeServiceRequestResponsesWithRrcEstablishmentCause,counter,Users Failed Ps S1Mme Service Request Responses With Rrc Establishment Cause,Number of users Failed Ps S1mme Service Request Responses With Rrc Establishment Cause,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Users Failed Ps S1Mme Service Request Responses With Rrc Establishment Cause,1440.387097,,,,,,,,
usersFailedPsS1mmeServiceRequestResponsesWithS1APCause,counter,Users Failed Ps S1Mme Service Request Responses With S1 Ap Cause,Number of users Failed Ps S1mme Service Request Responses With S1 AP Cause,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Users Failed Ps S1Mme Service Request Responses With S1 Ap Cause,1440.387097,,,,,,,,
failedPsS1mmeServiceRequestResponsesWithRrcEstablishmentCause,counter,Failed Ps S1Mme Service Request Responses With Rrc Establishment Cause,Number of failed Ps S1mme Service Request Responses With Rrc Establishment Cause,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Failed Ps S1Mme Service Request Responses With Rrc Establishment Cause,1440.387097,,,,,,,,
usersPsS1mmeServiceRequestResponsesWithErabCause,counter,Users Ps S1Mme Service Request Responses With Erab Cause,Number of users Ps S1mme Service Request Responses With Erab Cause,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Users Ps S1Mme Service Request Responses With Erab Cause,1440.387097,,,,,,,,
usersFailedPsS1mmeServiceRequestResponsesWithEsmCause,counter,Users Failed Ps S1Mme Service Request Responses With Esm Cause,Number of users Failed Ps S1mme Service Request Responses With Esm Cause,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Users Failed Ps S1Mme Service Request Responses With Esm Cause,1440.387097,,,,,,,,
psS1mmeServiceRequestResponsesWithRrcEstablishmentCause,counter,Ps S1Mme Service Request Responses With Rrc Establishment Cause,Number of ps S1mme Service Request Responses With Rrc Establishment Cause,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Ps S1Mme Service Request Responses With Rrc Establishment Cause,1440.387097,,,,,,,,
usersPsS1mmeServiceRequestResponsesWithRrcEstablishmentCause,counter,Users Ps S1Mme Service Request Responses With Rrc Establishment Cause,Number of users Ps S1mme Service Request Responses With Rrc Establishment Cause,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Users Ps S1Mme Service Request Responses With Rrc Establishment Cause,1440.387097,,,,,,,,
failedPsS1mmeServiceRequestResponsesWithEsmCause,counter,Failed Ps S1Mme Service Request Responses With Esm Cause,Number of failed Ps S1mme Service Request Responses With Esm Cause,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Failed Ps S1Mme Service Request Responses With Esm Cause,1440.387097,,,,,,,,
usersPsS1mmeServiceRequestResponsesWithS1APCause,counter,Users Ps S1Mme Service Request Responses With S1 Ap Cause,Number of users Ps S1mme Service Request Responses With S1 AP Cause,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Users Ps S1Mme Service Request Responses With S1 Ap Cause,1440.387097,,,,,,,,
psS1mmeServiceRequestResponses,counter,Ps S1Mme Service Request Responses,Number of ps S1mme Service Request Responses,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Ps S1Mme Service Request Responses,1440.387097,,,,,,,,
usersFailedPsS1mmeServiceRequestResponsesWithEmmEstablishmentCause,counter,Users Failed Ps S1Mme Service Request Responses With Emm Establishment Cause,Number of users Failed Ps S1mme Service Request Responses With Emm Establishment Cause,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Users Failed Ps S1Mme Service Request Responses With Emm Establishment Cause,1440.387097,,,,,,,,
usersPsS1mmeServiceRequestResponsesWithEmmEstablishmentCause,counter,Users Ps S1Mme Service Request Responses With Emm Establishment Cause,Number of users Ps S1mme Service Request Responses With Emm Establishment Cause,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Users Ps S1Mme Service Request Responses With Emm Establishment Cause,1440.387097,,,,,,,,
failedPsS1mmeServiceRequestResponsesWithEmmEstablishmentCause,counter,Failed Ps S1Mme Service Request Responses With Emm Establishment Cause,Number of failed Ps S1mme Service Request Responses With Emm Establishment Cause,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Failed Ps S1Mme Service Request Responses With Emm Establishment Cause,1440.387097,,,,,,,,
psS1mmeServiceRequestResponsesWithS1APCause,counter,Ps S1Mme Service Request Responses With S1 Ap Cause,Number of ps S1mme Service Request Responses With S1 AP Cause,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Ps S1Mme Service Request Responses With S1 Ap Cause,1440.387097,,,,,,,,
psS1mmeServiceRequestResponsesS1mmeServiceRequestCause,counter,Ps S1Mme Service Request Responses S1Mme Service Request Cause,Number of ps S1mme Service Request Responses S1mme Service Request Cause,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Ps S1Mme Service Request Responses S1Mme Service Request Cause,1440.387097,,,,,,,,
failedPsS1mmeServiceRequestResponsesS1mmeServiceRequestCause,counter,Failed Ps S1Mme Service Request Responses S1Mme Service Request Cause,Number of failed Ps S1mme Service Request Responses S1mme Service Request Cause,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Failed Ps S1Mme Service Request Responses S1Mme Service Request Cause,1440.387097,,,,,,,,
usersFailedPsS1mmeServiceRequestResponsesS1mmeServiceRequestCause,counter,Users Failed Ps S1Mme Service Request Responses S1Mme Service Request Cause,Number of users Failed Ps S1mme Service Request Responses S1mme Service Request Cause,psS1mmeServiceRequestSuccessRate,Network Accessibility,Network Accessibility-VOLTE Service Request Success Rate (%)-Users Failed Ps S1Mme Service Request Responses S1Mme Service Request Cause,1440.387097,,,,,,,,
stallingEvents,counter,Stalling Events,Number of stalling Events,averageStallCount,Retainability,Retainability-Stall count (#)-Stalling Events,20608.61538,,,,,,,,
usersSuccessfulHttpResponses,counter,Users Successful HTTP Responses,Number of users Successful HTTP Responses,averageStallCount,Retainability,Retainability-Stall count (#)-Users Successful HTTP Responses,20608.61538,,,,,,,,
usersStallingEvents,counter,Users Stalling Events,Number of users Stalling Events,averageStallCount,Retainability,Retainability-Stall count (#)-Users Stalling Events,20608.61538,,,,,,,,
usersSuccesfulHttpResponses,counter,Users Succesful HTTP Responses,Number of users Succesful HTTP Responses,averageStallCount,Retainability,Retainability-Stall count (#)-Users Succesful HTTP Responses,20608.61538,,,,,,,,
stallingEventsPerStallTime,counter,Stalling Events Per Stall Time,Number of stalling Events Per Stall Time,averageStallTime,Retainability,Retainability-Stall Time (s)-Stalling Events Per Stall Time,20608.61538,,,,,,,,
averageStallTimeThresholdViolation,counter,Average Stall Time Threshold Violation,Number of average Stall Time Threshold Violation,averageStallTime,Retainability,Retainability-Stall Time (s)-Average Stall Time Threshold Violation,20608.61538,,,,,,,,
usersStallingEventsPerStallTime,counter,Users Stalling Events Per Stall Time,Number of users Stalling Events Per Stall Time,averageStallTime,Retainability,Retainability-Stall Time (s)-Users Stalling Events Per Stall Time,20608.61538,,,,,,,,
usersAverageStallTimeThresholdViolation,counter,Users Average Stall Time Threshold Violation,Number of users Average Stall Time Threshold Violation,averageStallTime,Retainability,Retainability-Stall Time (s)-Users Average Stall Time Threshold Violation,20608.61538,,,,,,,,
usersStallingEvents,counter,Users Stalling Events,Number of users Stalling Events,averageStallTime,Retainability,Retainability-Stall Time (s)-Users Stalling Events,20608.61538,,,,,,,,
csCallAnswer,counter,Cs Call Answer,Number of cs Call Answer,csDropCallRate,Retainability,Retainability-CS Dropped Calls (%)-Cs Call Answer,20608.61538,,,,,,,,
csDropCall,counter,Cs Drop Call,Number of cs Drop Call,csDropCallRate,Retainability,Retainability-CS Dropped Calls (%)-Cs Drop Call,20608.61538,,,,,,,,
usersCsCallAnswer,counter,Users Cs Call Answer,Number of users Cs Call Answer,csDropCallRate,Retainability,Retainability-CS Dropped Calls (%)-Users Cs Call Answer,20608.61538,,,,,,,,
usersCsDropCall,counter,Users Cs Drop Call,Number of users Cs Drop Call,csDropCallRate,Retainability,Retainability-CS Dropped Calls (%)-Users Cs Drop Call,20608.61538,,,,,,,,
stallDuration,counter,Stall Duration,Number of stall Duration,stallTimeRate,Retainability,Retainability-Video Stall Time Rate (%)-Stall Duration,20608.61538,,,,,,,,
videoDuration,counter,Video Duration,Number of video Duration,stallTimeRate,Retainability,Retainability-Video Stall Time Rate (%)-Video Duration,20608.61538,,,,,,,,
usersSuccessfulHttpResponses,counter,Users Successful HTTP Responses,Number of users Successful HTTP Responses,stallTimeRate,Retainability,Retainability-Video Stall Time Rate (%)-Users Successful HTTP Responses,20608.61538,,,,,,,,
tcpPacketsTransmittedDl,counter,Tcp Packets Transmitted Dl,Number of tcp Packets Transmitted Dl,tcpPacketLossRate,Retainability,Retainability-Data Packet Loss Rate (%)-Tcp Packets Transmitted Dl,20608.61538,,,,,,,,
usersTcpPacketsTransmittedUl,counter,Users Tcp Packets Transmitted Ul,Number of users Tcp Packets Transmitted Ul,tcpPacketLossRate,Retainability,Retainability-Data Packet Loss Rate (%)-Users Tcp Packets Transmitted Ul,20608.61538,,,,,,,,
tcpPacketsTransmittedUl,counter,Tcp Packets Transmitted Ul,Number of tcp Packets Transmitted Ul,tcpPacketLossRate,Retainability,Retainability-Data Packet Loss Rate (%)-Tcp Packets Transmitted Ul,20608.61538,,,,,,,,
